ds,n,nl,clf,KFolds,TRE_mean,TRE_std,TESTE_mean,TESTE_std,E_DIFF,Regularization
Moon,10000,0.1,svm,5,0.8564499999999999,0.0019915446266654375,0.8562999999999998,0.007678541528180994,-0.0001500000000000945,0.001
Moon,10000,0.1,svm,5,0.8737,0.0016837458240482489,0.8735000000000002,0.006387487769068496,-0.00019999999999986695,0.005
Moon,10000,0.1,svm,5,0.8775000000000001,0.001373863166403421,0.8774999999999998,0.005958187643906492,-2.220446049250313e-16,0.01
Moon,10000,0.1,svm,5,0.9649750000000001,0.0004568916720624164,0.9650000000000001,0.0021679483388678767,2.4999999999941735e-05,0.1
Moon,10000,0.1,svm,5,0.9985250000000001,0.0001457737973711355,0.9984999999999999,0.0005477225575051464,-2.500000000016378e-05,0.5
Moon,10000,0.1,svm,5,0.9987999999999999,0.00018708286933871206,0.9987,0.0009273618495495879,-9.999999999987796e-05,1.0
Moon,10000,0.1,svm,5,0.9990249999999999,0.00014577379737114692,0.999,0.0005477225575051869,-2.4999999999941735e-05,5.0
Moon,10000,0.1,svm,5,0.99915,9.35414346693323e-05,0.999,0.0005477225575051869,-0.00014999999999998348,10.0
Moon,10000,0.1,svm,5,0.999525,9.35414346693323e-05,0.999,0.00044721359549995833,-0.0005249999999999977,100.0
Moon,10000,0.1,svm,5,0.9999499999999999,6.12372435695999e-05,0.9979000000000001,0.0009695359714832644,-0.0020499999999997742,1000.0
Moon,10000,0.2,svm,5,0.8546250000000001,0.0014769055487741975,0.8551,0.0049335585534176244,0.0004749999999998922,0.001
Moon,10000,0.2,svm,5,0.86805,0.0009137833441248546,0.8681000000000001,0.004211887937730531,5.0000000000105516e-05,0.005
Moon,10000,0.2,svm,5,0.8699749999999999,0.0009630680142129335,0.8702,0.004400000000000004,0.00022500000000003073,0.01
Moon,10000,0.2,svm,5,0.9213250000000001,0.0007185053931600086,0.9212000000000001,0.002731300056749553,-0.00012499999999993072,0.1
Moon,10000,0.2,svm,5,0.9697250000000001,0.0006633249580710588,0.9693999999999999,0.0018547236990991507,-0.00032500000000013074,0.5
Moon,10000,0.2,svm,5,0.9713749999999999,0.0003259601202601136,0.9710000000000001,0.0010000000000000009,-0.00037499999999979217,1.0
Moon,10000,0.2,svm,5,0.9718250000000002,0.00040000000000002674,0.9717,0.0017492855684535815,-0.00012500000000015277,5.0
Moon,10000,0.2,svm,5,0.97255,0.00046502688094344986,0.9722999999999999,0.001720465053408541,-0.0002500000000000835,10.0
Moon,10000,0.2,svm,5,0.974925,0.000533853912601594,0.9718,0.0011224972160321972,-0.0031250000000000444,100.0
Moon,10000,0.2,svm,5,0.982925,0.0006254998001598342,0.9675,0.002509980079602242,-0.015425000000000022,1000.0
Moon,10000,0.3,svm,5,0.844675,0.001698528775146286,0.8448,0.006918092222571207,0.00012500000000004174,0.001
Moon,10000,0.3,svm,5,0.850725,0.0016228832367117495,0.8501,0.00623217458035316,-0.0006249999999999867,0.005
Moon,10000,0.3,svm,5,0.8519,0.0019193097717669118,0.8511,0.006522269543648127,-0.0008000000000000229,0.01
Moon,10000,0.3,svm,5,0.885775,0.0008154753215149923,0.8855000000000001,0.0032863353450309995,-0.0002749999999999142,0.1
Moon,10000,0.3,svm,5,0.916925,0.0015544291556710095,0.9157,0.006313477647065833,-0.0012250000000000316,0.5
Moon,10000,0.3,svm,5,0.9181750000000001,0.0013523128336298627,0.9174,0.0053329166503893405,-0.0007750000000000812,1.0
Moon,10000,0.3,svm,5,0.917675,0.001471818602953496,0.9163,0.004296510211788175,-0.001375000000000015,5.0
Moon,10000,0.3,svm,5,0.9176,0.0015317473682040393,0.9162000000000001,0.004718050444834208,-0.0013999999999998458,10.0
Moon,10000,0.3,svm,5,0.9205250000000001,0.0016963195453687278,0.9141999999999999,0.004718050444834208,-0.006325000000000247,100.0
Moon,10000,0.3,svm,5,0.942175,0.0016271140095273152,0.8979000000000001,0.005877074101966043,-0.04427499999999984,1000.0
Moon,10000,0.4,svm,5,0.8221,0.0009630680142129128,0.8220000000000001,0.006316644678941528,-9.999999999998899e-05,0.001
Moon,10000,0.4,svm,5,0.8298500000000001,0.0011789826122551362,0.8295999999999999,0.004810405388322297,-0.0002500000000001945,0.005
Moon,10000,0.4,svm,5,0.8303499999999999,0.0017055057900810606,0.8304,0.0061838499334961414,5.0000000000105516e-05,0.01
Moon,10000,0.4,svm,5,0.85275,0.0013393095235978642,0.853,0.005621387729022097,0.00024999999999997247,0.1
Moon,10000,0.4,svm,5,0.8647750000000001,0.0014304719500920016,0.8640000000000001,0.004857983120596436,-0.0007749999999999702,0.5
Moon,10000,0.4,svm,5,0.8644999999999999,0.0009253377761661115,0.8634999999999999,0.005522680508593628,-0.0010000000000000009,1.0
Moon,10000,0.4,svm,5,0.8659000000000001,0.0019548017802324506,0.8647,0.006071243694664224,-0.0012000000000000899,5.0
Moon,10000,0.4,svm,5,0.867275,0.0016267298484997647,0.8646,0.007123201527403264,-0.002674999999999983,10.0
Moon,10000,0.4,svm,5,0.875925,0.001921262605684091,0.8619999999999999,0.0064187226143524855,-0.013925000000000076,100.0
Moon,10000,0.4,svm,5,0.9173500000000001,0.0010851267207105443,0.8378,0.010651760417883975,-0.07955000000000012,1000.0
Moon,10000,0.5,svm,5,0.8064,0.0020084197768395263,0.8053000000000001,0.009352005132590536,-0.0010999999999998789,0.001
Moon,10000,0.5,svm,5,0.807825,0.0021118712081942804,0.8074,0.008817028978062838,-0.0004250000000000087,0.005
Moon,10000,0.5,svm,5,0.8087500000000001,0.001957357913106358,0.8083,0.008334266614405846,-0.00045000000000006146,0.01
Moon,10000,0.5,svm,5,0.820975,0.0020037464909513636,0.8199,0.007317103251970668,-0.0010750000000000481,0.1
Moon,10000,0.5,svm,5,0.8238749999999999,0.0019284060775677154,0.8230999999999999,0.00792085853932516,-0.0007749999999999702,0.5
Moon,10000,0.5,svm,5,0.8247250000000002,0.0014239030865898297,0.8244999999999999,0.00777817459305203,-0.00022500000000025278,1.0
Moon,10000,0.5,svm,5,0.82545,0.0017168284713389471,0.825,0.0076419892698171375,-0.00045000000000006146,5.0
Moon,10000,0.5,svm,5,0.8261749999999999,0.002148546019986552,0.8245999999999999,0.00810802072024981,-0.001574999999999993,10.0
Moon,10000,0.5,svm,5,0.83635,0.0020606431034994933,0.8170999999999999,0.009504735661763552,-0.0192500000000001,100.0
Moon,10000,0.5,svm,5,0.9065249999999999,0.001736375535418548,0.7826,0.006658828725834588,-0.12392499999999995,1000.0
Moon,10,0.0,logit,5,0.675,0.09999999999999999,0.5,0.0,-0.17500000000000004,0.001
Moon,10,0.0,logit,5,0.675,0.09999999999999999,0.5,0.0,-0.17500000000000004,0.01
Moon,10,0.0,logit,5,0.675,0.09999999999999999,0.5,0.0,-0.17500000000000004,0.1
Moon,10,0.0,logit,5,0.925,0.06123724356957946,0.8,0.2449489742783178,-0.125,1.0
Moon,10,0.0,logit,5,0.925,0.06123724356957946,0.8,0.2449489742783178,-0.125,10.0
Moon,10,0.0,logit,5,1.0,0.0,0.8,0.2449489742783178,-0.19999999999999996,100.0
Moon,10,0.0,logit,5,1.0,0.0,0.7,0.2449489742783178,-0.30000000000000004,1000.0
Moon,10,0.1,logit,5,0.65,0.049999999999999996,0.5,0.0,-0.15000000000000002,0.001
Moon,10,0.1,logit,5,0.675,0.09999999999999999,0.5,0.0,-0.17500000000000004,0.01
Moon,10,0.1,logit,5,0.675,0.09999999999999999,0.5,0.0,-0.17500000000000004,0.1
Moon,10,0.1,logit,5,0.775,0.1457737973711325,0.7,0.2449489742783178,-0.07500000000000007,1.0
Moon,10,0.1,logit,5,0.8,0.09999999999999999,0.6,0.37416573867739417,-0.20000000000000007,10.0
Moon,10,0.1,logit,5,0.8,0.09999999999999999,0.6,0.37416573867739417,-0.20000000000000007,100.0
Moon,10,0.1,logit,5,0.8,0.09999999999999999,0.6,0.37416573867739417,-0.20000000000000007,1000.0
Moon,10,0.2,logit,5,0.8,0.06123724356957946,0.8,0.2449489742783178,0.0,0.001
Moon,10,0.2,logit,5,0.8,0.06123724356957946,0.8,0.2449489742783178,0.0,0.01
Moon,10,0.2,logit,5,0.8,0.06123724356957946,0.8,0.2449489742783178,0.0,0.1
Moon,10,0.2,logit,5,0.95,0.06123724356957946,0.8,0.2449489742783178,-0.1499999999999999,1.0
Moon,10,0.2,logit,5,1.0,0.0,1.0,0.0,0.0,10.0
Moon,10,0.2,logit,5,1.0,0.0,0.9,0.2,-0.09999999999999998,100.0
Moon,10,0.2,logit,5,1.0,0.0,0.9,0.2,-0.09999999999999998,1000.0
Moon,10,0.3,logit,5,0.675,0.09999999999999999,0.6,0.20000000000000004,-0.07500000000000007,0.001
Moon,10,0.3,logit,5,0.675,0.09999999999999999,0.6,0.20000000000000004,-0.07500000000000007,0.01
Moon,10,0.3,logit,5,0.675,0.09999999999999999,0.6,0.20000000000000004,-0.07500000000000007,0.1
Moon,10,0.3,logit,5,0.925,0.06123724356957946,0.8,0.2449489742783178,-0.125,1.0
Moon,10,0.3,logit,5,0.95,0.06123724356957946,0.8,0.2449489742783178,-0.1499999999999999,10.0
Moon,10,0.3,logit,5,1.0,0.0,0.8,0.2449489742783178,-0.19999999999999996,100.0
Moon,10,0.3,logit,5,1.0,0.0,0.8,0.2449489742783178,-0.19999999999999996,1000.0
Moon,10,0.4,logit,5,0.7,0.09999999999999999,0.7,0.4,0.0,0.001
Moon,10,0.4,logit,5,0.7,0.09999999999999999,0.7,0.4,0.0,0.01
Moon,10,0.4,logit,5,0.7,0.09999999999999999,0.7,0.4,0.0,0.1
Moon,10,0.4,logit,5,0.8,0.06123724356957946,0.6,0.37416573867739417,-0.20000000000000007,1.0
Moon,10,0.4,logit,5,0.825,0.09999999999999999,0.6,0.37416573867739417,-0.22499999999999998,10.0
Moon,10,0.4,logit,5,0.8,0.09999999999999999,0.6,0.37416573867739417,-0.20000000000000007,100.0
Moon,10,0.4,logit,5,0.85,0.1224744871391589,0.6,0.37416573867739417,-0.25,1000.0
Moon,10,0.5,logit,5,0.7,0.06123724356957946,0.4,0.2,-0.29999999999999993,0.001
Moon,10,0.5,logit,5,0.75,0.13693063937629152,0.5,0.31622776601683794,-0.25,0.01
Moon,10,0.5,logit,5,0.75,0.13693063937629152,0.5,0.31622776601683794,-0.25,0.1
Moon,10,0.5,logit,5,0.825,0.12747548783981963,0.6,0.37416573867739417,-0.22499999999999998,1.0
Moon,10,0.5,logit,5,0.85,0.09354143466934853,0.7,0.2449489742783178,-0.15000000000000002,10.0
Moon,10,0.5,logit,5,0.875,0.11180339887498948,0.7,0.2449489742783178,-0.17500000000000004,100.0
Moon,10,0.5,logit,5,0.875,0.11180339887498948,0.7,0.2449489742783178,-0.17500000000000004,1000.0
Moon,50,0.0,logit,5,0.7100000000000001,0.1347219358530748,0.64,0.25768197453450253,-0.07000000000000006,0.001
Moon,50,0.0,logit,5,0.7100000000000001,0.1347219358530748,0.64,0.25768197453450253,-0.07000000000000006,0.01
Moon,50,0.0,logit,5,0.8600000000000001,0.040620192023179805,0.82,0.17204650534085253,-0.04000000000000015,0.1
Moon,50,0.0,logit,5,0.8800000000000001,0.03674234614174766,0.86,0.10198039027185571,-0.02000000000000013,1.0
Moon,50,0.0,logit,5,0.9099999999999999,0.03741657386773941,0.9,0.10954451150103324,-0.009999999999999898,10.0
Moon,50,0.0,logit,5,0.9199999999999999,0.045825756949558406,0.86,0.14966629547095767,-0.05999999999999994,100.0
Moon,50,0.0,logit,5,0.9199999999999999,0.045825756949558406,0.8400000000000001,0.1854723699099141,-0.07999999999999985,1000.0
Moon,50,0.1,logit,5,0.5599999999999999,0.012247448713915848,0.5599999999999999,0.04898979485566354,0.0,0.001
Moon,50,0.1,logit,5,0.5599999999999999,0.012247448713915848,0.5599999999999999,0.04898979485566354,0.0,0.01
Moon,50,0.1,logit,5,0.8400000000000001,0.04062019202317979,0.86,0.1356465996625054,0.019999999999999907,0.1
Moon,50,0.1,logit,5,0.8800000000000001,0.02915475947422653,0.8800000000000001,0.11661903789690603,0.0,1.0
Moon,50,0.1,logit,5,0.89,0.030000000000000023,0.8800000000000001,0.11661903789690603,-0.009999999999999898,10.0
Moon,50,0.1,logit,5,0.9,0.022360679774997918,0.9,0.10954451150103324,0.0,100.0
Moon,50,0.1,logit,5,0.9099999999999999,0.025495097567963913,0.9,0.10954451150103324,-0.009999999999999898,1000.0
Moon,50,0.2,logit,5,0.6299999999999999,0.11224972160321822,0.5800000000000001,0.18330302779823357,-0.04999999999999982,0.001
Moon,50,0.2,logit,5,0.6399999999999999,0.10677078252031312,0.6000000000000001,0.18973665961010275,-0.039999999999999813,0.01
Moon,50,0.2,logit,5,0.8799999999999999,0.018708286933869726,0.8400000000000001,0.04898979485566354,-0.039999999999999813,0.1
Moon,50,0.2,logit,5,0.9399999999999998,0.019999999999999976,0.8800000000000001,0.039999999999999994,-0.05999999999999972,1.0
Moon,50,0.2,logit,5,0.9550000000000001,0.010000000000000009,0.9400000000000001,0.04898979485566355,-0.015000000000000013,10.0
Moon,50,0.2,logit,5,0.97,0.010000000000000009,0.96,0.04898979485566354,-0.010000000000000009,100.0
Moon,50,0.2,logit,5,1.0,0.0,1.0,0.0,0.0,1000.0
Moon,50,0.3,logit,5,0.635,0.10319883720275144,0.44000000000000006,0.31368774282716244,-0.19499999999999995,0.001
Moon,50,0.3,logit,5,0.6599999999999999,0.0874642784226795,0.4800000000000001,0.2785677655436824,-0.17999999999999983,0.01
Moon,50,0.3,logit,5,0.825,0.047434164902525694,0.78,0.24819347291981714,-0.04499999999999993,0.1
Moon,50,0.3,logit,5,0.875,0.047434164902525694,0.8800000000000001,0.14696938456699069,0.0050000000000001155,1.0
Moon,50,0.3,logit,5,0.875,0.047434164902525694,0.8400000000000001,0.13564659966250536,-0.03499999999999992,10.0
Moon,50,0.3,logit,5,0.8699999999999999,0.045825756949558406,0.86,0.10198039027185571,-0.009999999999999898,100.0
Moon,50,0.3,logit,5,0.875,0.05477225575051661,0.86,0.10198039027185571,-0.015000000000000013,1000.0
Moon,50,0.4,logit,5,0.6050000000000001,0.1133578404875463,0.5199999999999999,0.116619037896906,-0.08500000000000019,0.001
Moon,50,0.4,logit,5,0.72,0.11113055385446437,0.6399999999999999,0.23323807579381203,-0.08000000000000007,0.01
Moon,50,0.4,logit,5,0.8099999999999999,0.040620192023179784,0.78,0.16,-0.029999999999999916,0.1
Moon,50,0.4,logit,5,0.85,0.03162277660168382,0.8,0.14142135623730953,-0.04999999999999993,1.0
Moon,50,0.4,logit,5,0.86,0.048989794855663564,0.8,0.14142135623730953,-0.05999999999999994,10.0
Moon,50,0.4,logit,5,0.86,0.048989794855663564,0.78,0.17204650534085256,-0.07999999999999996,100.0
Moon,50,0.4,logit,5,0.86,0.048989794855663564,0.78,0.17204650534085256,-0.07999999999999996,1000.0
Moon,50,0.5,logit,5,0.58,0.03316624790355399,0.58,0.132664991614216,0.0,0.001
Moon,50,0.5,logit,5,0.62,0.05567764362830023,0.6,0.16733200530681513,-0.020000000000000018,0.01
Moon,50,0.5,logit,5,0.8099999999999999,0.01999999999999997,0.82,0.07483314773547885,0.010000000000000009,0.1
Moon,50,0.5,logit,5,0.8550000000000001,0.02915475947422653,0.8400000000000001,0.04898979485566354,-0.015000000000000013,1.0
Moon,50,0.5,logit,5,0.8699999999999999,0.03316624790355403,0.8800000000000001,0.07483314773547882,0.010000000000000231,10.0
Moon,50,0.5,logit,5,0.8699999999999999,0.03316624790355403,0.8800000000000001,0.07483314773547882,0.010000000000000231,100.0
Moon,50,0.5,logit,5,0.8699999999999999,0.03316624790355403,0.8800000000000001,0.07483314773547882,0.010000000000000231,1000.0
Moon,100,0.0,logit,5,0.525,0.007905694150420955,0.45999999999999996,0.058309518948453015,-0.06500000000000006,0.001
Moon,100,0.0,logit,5,0.7549999999999999,0.03758324094593225,0.71,0.06633249580710802,-0.04499999999999993,0.01
Moon,100,0.0,logit,5,0.8149999999999998,0.01999999999999997,0.8099999999999999,0.11135528725660046,-0.004999999999999893,0.1
Moon,100,0.0,logit,5,0.8525,0.02000000000000001,0.8600000000000001,0.09695359714832658,0.007500000000000062,1.0
Moon,100,0.0,logit,5,0.8550000000000001,0.023184046238739254,0.8400000000000001,0.08602325267042628,-0.015000000000000013,10.0
Moon,100,0.0,logit,5,0.8625,0.017677669529663674,0.8300000000000001,0.08717797887081347,-0.03249999999999997,100.0
Moon,100,0.0,logit,5,0.8625,0.017677669529663674,0.8300000000000001,0.08717797887081347,-0.03249999999999997,1000.0
Moon,100,0.1,logit,5,0.585,0.12026013470805692,0.56,0.12409673645990858,-0.02499999999999991,0.001
Moon,100,0.1,logit,5,0.7825,0.03588175023601832,0.7799999999999999,0.12884098726725124,-0.0025000000000000577,0.01
Moon,100,0.1,logit,5,0.8400000000000001,0.012247448713915915,0.8300000000000001,0.03999999999999998,-0.010000000000000009,0.1
Moon,100,0.1,logit,5,0.8875,0.013693063937629145,0.8799999999999999,0.024494897427831803,-0.007500000000000062,1.0
Moon,100,0.1,logit,5,0.9099999999999999,0.009354143466934856,0.9199999999999999,0.03999999999999998,0.010000000000000009,10.0
Moon,100,0.1,logit,5,0.9099999999999999,0.004999999999999982,0.9199999999999999,0.03999999999999998,0.010000000000000009,100.0
Moon,100,0.1,logit,5,0.905,0.006123724356957924,0.9199999999999999,0.03999999999999998,0.014999999999999902,1000.0
Moon,100,0.2,logit,5,0.54,0.014577379737113249,0.54,0.058309518948452994,0.0,0.001
Moon,100,0.2,logit,5,0.7899999999999998,0.014577379737113287,0.7899999999999999,0.07348469228349533,1.1102230246251565e-16,0.01
Moon,100,0.2,logit,5,0.8375,0.028504385627478437,0.8400000000000001,0.11135528725660042,0.0025000000000000577,0.1
Moon,100,0.2,logit,5,0.8724999999999999,0.03000000000000002,0.8499999999999999,0.13038404810405296,-0.022500000000000075,1.0
Moon,100,0.2,logit,5,0.89,0.03657184709581947,0.86,0.1392838827718412,-0.030000000000000027,10.0
Moon,100,0.2,logit,5,0.89,0.03657184709581947,0.86,0.1392838827718412,-0.030000000000000027,100.0
Moon,100,0.2,logit,5,0.89,0.03657184709581947,0.86,0.1392838827718412,-0.030000000000000027,1000.0
Moon,100,0.3,logit,5,0.545,0.03020761493398643,0.3,0.031622776601683784,-0.24500000000000005,0.001
Moon,100,0.3,logit,5,0.6925000000000001,0.09440603794249604,0.53,0.2501999200639361,-0.1625000000000001,0.01
Moon,100,0.3,logit,5,0.79,0.04138236339311712,0.74,0.09695359714832659,-0.050000000000000044,0.1
Moon,100,0.3,logit,5,0.8,0.023717082451262868,0.79,0.10677078252031312,-0.010000000000000009,1.0
Moon,100,0.3,logit,5,0.8099999999999999,0.02783882181415013,0.77,0.10295630140987001,-0.039999999999999925,10.0
Moon,100,0.3,logit,5,0.8174999999999999,0.03588175023601833,0.7699999999999999,0.1077032961426901,-0.04749999999999999,100.0
Moon,100,0.3,logit,5,0.8174999999999999,0.03588175023601833,0.7699999999999999,0.1077032961426901,-0.04749999999999999,1000.0
Moon,100,0.4,logit,5,0.6025,0.11191514642799694,0.55,0.12247448713915889,-0.05249999999999999,0.001
Moon,100,0.4,logit,5,0.7500000000000001,0.07288689868556625,0.71,0.11575836902790225,-0.04000000000000015,0.01
Moon,100,0.4,logit,5,0.835,0.01999999999999998,0.78,0.08124038404635962,-0.05499999999999994,0.1
Moon,100,0.4,logit,5,0.8574999999999999,0.026925824035672535,0.8200000000000001,0.06782329983125268,-0.03749999999999987,1.0
Moon,100,0.4,logit,5,0.8550000000000001,0.023184046238739254,0.8400000000000001,0.07999999999999999,-0.015000000000000013,10.0
Moon,100,0.4,logit,5,0.8575000000000002,0.02573907535246749,0.85,0.08944271909999157,-0.007500000000000173,100.0
Moon,100,0.4,logit,5,0.8575000000000002,0.02573907535246749,0.85,0.08944271909999157,-0.007500000000000173,1000.0
Moon,100,0.5,logit,5,0.5349999999999999,0.021505813167606556,0.45,0.10488088481701519,-0.08499999999999991,0.001
Moon,100,0.5,logit,5,0.7450000000000001,0.0573367247058986,0.7100000000000001,0.16248076809271922,-0.03500000000000003,0.01
Moon,100,0.5,logit,5,0.825,0.03259601202601324,0.7700000000000001,0.07483314773547885,-0.05499999999999983,0.1
Moon,100,0.5,logit,5,0.85,0.028504385627478448,0.8300000000000001,0.07483314773547885,-0.019999999999999907,1.0
Moon,100,0.5,logit,5,0.8474999999999999,0.026692695630078277,0.85,0.06324555320336758,0.0025000000000000577,10.0
Moon,100,0.5,logit,5,0.8474999999999999,0.026692695630078277,0.85,0.06324555320336758,0.0025000000000000577,100.0
Moon,100,0.5,logit,5,0.8474999999999999,0.026692695630078277,0.85,0.06324555320336758,0.0025000000000000577,1000.0
Moon,1000,0.0,logit,5,0.77975,0.006726812023536872,0.78,0.04000000000000001,0.00024999999999997247,0.001
Moon,1000,0.0,logit,5,0.8105,0.0057879184513951005,0.8109999999999999,0.028705400188814633,0.0004999999999999449,0.01
Moon,1000,0.0,logit,5,0.8532500000000001,0.005787918451395128,0.857,0.02501999200639359,0.00374999999999992,0.1
Moon,1000,0.0,logit,5,0.8695,0.005037360419902458,0.8710000000000001,0.021771541057077258,0.0015000000000000568,1.0
Moon,1000,0.0,logit,5,0.87425,0.0054543560573178575,0.8720000000000001,0.019899748742132416,-0.0022499999999998632,10.0
Moon,1000,0.0,logit,5,0.8735000000000002,0.005830951894845304,0.8720000000000001,0.019899748742132416,-0.0015000000000000568,100.0
Moon,1000,0.0,logit,5,0.87325,0.005999999999999999,0.8720000000000001,0.019899748742132416,-0.0012499999999998623,1000.0
Moon,1000,0.1,logit,5,0.8025,0.011779218989389753,0.7959999999999999,0.05190375708944392,-0.006500000000000061,0.001
Moon,1000,0.1,logit,5,0.834,0.008000000000000007,0.827,0.04467661580737734,-0.007000000000000006,0.01
Moon,1000,0.1,logit,5,0.8727499999999999,0.006633249580710807,0.8699999999999999,0.04393176527297759,-0.00275000000000003,0.1
Moon,1000,0.1,logit,5,0.8887499999999999,0.0074582169450881685,0.8860000000000001,0.03215587038162708,-0.002749999999999808,1.0
Moon,1000,0.1,logit,5,0.889,0.007176350047203657,0.8879999999999999,0.026944387170614984,-0.001000000000000112,10.0
Moon,1000,0.1,logit,5,0.889,0.006538348415311016,0.8880000000000001,0.02638181191654586,-0.0009999999999998899,100.0
Moon,1000,0.1,logit,5,0.889,0.006538348415311016,0.8880000000000001,0.02638181191654586,-0.0009999999999998899,1000.0
Moon,1000,0.2,logit,5,0.8007500000000001,0.005220153254455268,0.8019999999999999,0.03627671429443411,0.0012499999999998623,0.001
Moon,1000,0.2,logit,5,0.82975,0.0067731085920720215,0.8300000000000001,0.03271085446759223,0.0002500000000000835,0.01
Moon,1000,0.2,logit,5,0.8789999999999999,0.005556527692723211,0.877,0.021817424229271448,-0.0019999999999998908,0.1
Moon,1000,0.2,logit,5,0.8875,0.003708099243547835,0.885,0.020000000000000018,-0.0024999999999999467,1.0
Moon,1000,0.2,logit,5,0.8862500000000001,0.004677071733467404,0.885,0.02073644135332774,-0.0012500000000000844,10.0
Moon,1000,0.2,logit,5,0.8862500000000001,0.004677071733467404,0.885,0.02073644135332774,-0.0012500000000000844,100.0
Moon,1000,0.2,logit,5,0.8862500000000001,0.004677071733467404,0.885,0.02073644135332774,-0.0012500000000000844,1000.0
Moon,1000,0.3,logit,5,0.79525,0.0051478150704935,0.804,0.007999999999999978,0.008750000000000036,0.001
Moon,1000,0.3,logit,5,0.8192499999999999,0.003758324094593254,0.8140000000000001,0.01907878402833888,-0.005249999999999866,0.01
Moon,1000,0.3,logit,5,0.8477500000000001,0.005830951894845301,0.849,0.024372115213907867,0.0012499999999998623,0.1
Moon,1000,0.3,logit,5,0.85,0.006566962768281836,0.845,0.02345207879911713,-0.0050000000000000044,1.0
Moon,1000,0.3,logit,5,0.85,0.005477225575051672,0.845,0.02345207879911713,-0.0050000000000000044,10.0
Moon,1000,0.3,logit,5,0.85075,0.005279678020485735,0.845,0.02345207879911713,-0.005750000000000033,100.0
Moon,1000,0.3,logit,5,0.85075,0.005279678020485735,0.845,0.02345207879911713,-0.005750000000000033,1000.0
Moon,1000,0.4,logit,5,0.8145,0.002573907535246736,0.813,0.017204650534085222,-0.0015000000000000568,0.001
Moon,1000,0.4,logit,5,0.833,0.0035881750236018166,0.828,0.015362291495737196,-0.0050000000000000044,0.01
Moon,1000,0.4,logit,5,0.8469999999999999,0.0042278836313219634,0.849,0.018814887722226795,0.002000000000000113,0.1
Moon,1000,0.4,logit,5,0.8505,0.004301162633521304,0.849,0.018000000000000016,-0.0015000000000000568,1.0
Moon,1000,0.4,logit,5,0.85075,0.005037360419902473,0.849,0.018000000000000016,-0.0017500000000000293,10.0
Moon,1000,0.4,logit,5,0.85075,0.005037360419902473,0.849,0.018000000000000016,-0.0017500000000000293,100.0
Moon,1000,0.4,logit,5,0.85075,0.005037360419902473,0.849,0.018000000000000016,-0.0017500000000000293,1000.0
Moon,1000,0.5,logit,5,0.7967500000000001,0.010682930309610745,0.7989999999999999,0.01907878402833888,0.0022499999999998632,0.001
Moon,1000,0.5,logit,5,0.806,0.004962358310319824,0.8,0.01923538406167131,-0.006000000000000005,0.01
Moon,1000,0.5,logit,5,0.81875,0.0038729833462074134,0.818,0.013266499161421568,-0.0007500000000000284,0.1
Moon,1000,0.5,logit,5,0.8195,0.0029154759474226337,0.819,0.008602325267042611,-0.000500000000000056,1.0
Moon,1000,0.5,logit,5,0.8192499999999999,0.002692582403567273,0.82,0.010488088481701505,0.0007500000000000284,10.0
Moon,1000,0.5,logit,5,0.819,0.0024238399287081908,0.82,0.010488088481701505,0.0010000000000000009,100.0
Moon,1000,0.5,logit,5,0.8192499999999999,0.0025739075352467834,0.82,0.010488088481701505,0.0007500000000000284,1000.0
Moon,10000,0.0,logit,5,0.8225,0.001944543648263003,0.8224,0.008668333173107721,-9.999999999998899e-05,0.001
Moon,10000,0.0,logit,5,0.8695,0.002043281674170247,0.8695,0.009690201236300492,0.0,0.01
Moon,10000,0.0,logit,5,0.88925,0.0020233017570298138,0.8888999999999999,0.00942019108086452,-0.0003500000000000725,0.1
Moon,10000,0.0,logit,5,0.8930999999999999,0.001874833325925268,0.8929,0.008593020423576342,-0.00019999999999986695,1.0
Moon,10000,0.0,logit,5,0.89355,0.0018734993995195377,0.8936,0.008656789243131692,4.999999999999449e-05,10.0
Moon,10000,0.0,logit,5,0.8936,0.0018996710241512811,0.8936,0.008656789243131692,0.0,100.0
Moon,10000,0.0,logit,5,0.8936,0.0018996710241512811,0.8936,0.008656789243131692,0.0,1000.0
Moon,10000,0.1,logit,5,0.82135,0.002152614689162934,0.8214,0.009946858800646552,4.999999999999449e-05,0.001
Moon,10000,0.1,logit,5,0.8674499999999998,0.0015178109236660383,0.8674,0.007193052203341793,-4.999999999988347e-05,0.01
Moon,10000,0.1,logit,5,0.8829,0.0012584712948653493,0.8827,0.004915282290977812,-0.00019999999999997797,0.1
Moon,10000,0.1,logit,5,0.881475,0.0010793516572461723,0.8815,0.004969909455915691,2.4999999999941735e-05,1.0
Moon,10000,0.1,logit,5,0.88135,0.0012434830115445887,0.8816,0.005379591062525119,0.0002500000000000835,10.0
Moon,10000,0.1,logit,5,0.88135,0.0012434830115445887,0.8816,0.005379591062525119,0.0002500000000000835,100.0
Moon,10000,0.1,logit,5,0.88135,0.0012434830115445887,0.8816,0.005379591062525119,0.0002500000000000835,1000.0
Moon,10000,0.2,logit,5,0.8224750000000001,0.0007390872749547238,0.8220000000000001,0.0037682887362833636,-0.0004750000000000032,0.001
Moon,10000,0.2,logit,5,0.863325,0.0008609587678861334,0.8634999999999999,0.004277849927241468,0.00017499999999992522,0.01
